TIME,SRC_IP,DST_IP,PROTOCOL,L7_PROTO,L4_SRC_PORT,L4_DST_PORT,IN_BYTES,IN_PKTS,OUT_BYTES,OUT_PKTS,TCP_FLAGS,FLOW_DURATION_MILLISECONDS,DIRECTION
2025-09-26T10:37:07.138260,3.233.158.24,10.235.177.198,TCP,HTTPS,443,51651,210,3,0,0,ACK,3045.130968093872,incoming
2025-09-26T10:37:19.325746,3.233.158.24,10.235.177.198,TCP,HTTPS,443,51651,140,2,0,0,ACK,8151.854038238525,incoming
2025-09-26T10:37:34.959311,140.82.114.22,10.235.177.198,TCP,HTTPS,443,51723,210,3,0,0,ACK,3049.1039752960205,incoming
2025-09-26T10:37:37.510991,10.235.177.198,10.235.177.30,UDP,DNS,58943,53,0,0,240,3,OTHER,19005.60212135315,outgoing
2025-09-26T10:37:37.549444,10.235.177.30,10.235.177.198,UDP,DNS,53,58943,640,3,0,0,OTHER,19015.25592803955,incoming
2025-09-26T10:37:38.964513,10.235.177.198,13.107.13.93,TCP,HTTPS,17595,443,0,0,1972,9,FIN,4413.898944854736,outgoing
2025-09-26T10:37:39.054874,140.82.114.22,10.235.177.198,TCP,HTTPS,443,51723,70,1,0,0,ACK,4095.5629348754883,incoming
2025-09-26T10:37:39.061021,13.107.13.93,10.235.177.198,TCP,HTTPS,443,17595,6635,12,0,0,ACK,4420.927047729492,incoming
2025-09-26T10:37:47.051496,3.233.158.24,10.235.177.198,TCP,HTTPS,443,11995,210,3,0,0,ACK,3065.685987472534,incoming
2025-09-26T10:37:47.334095,3.233.158.24,10.235.177.198,TCP,HTTPS,443,7425,210,3,0,0,ACK,3082.159996032715,incoming
2025-09-26T10:37:48.207375,10.235.177.198,13.107.13.93,TCP,HTTPS,11997,443,0,0,1974,9,FIN,4422.603130340576,outgoing
2025-09-26T10:37:48.294713,13.107.13.93,10.235.177.198,TCP,HTTPS,443,11997,7171,14,0,0,ACK,4419.155120849609,incoming
2025-09-26T10:37:51.087124,3.233.158.24,10.235.177.198,TCP,HTTPS,443,11995,70,1,0,0,ACK,4035.628080368042,incoming
2025-09-26T10:37:51.372521,3.233.158.24,10.235.177.198,TCP,HTTPS,443,7425,70,1,0,0,ACK,4038.425922393799,incoming
2025-09-26T10:37:51.700130,10.235.177.198,10.235.177.30,UDP,DNS,56647,53,0,0,243,3,OTHER,33193.86386871338,outgoing
2025-09-26T10:37:51.700374,10.235.177.198,10.235.177.30,UDP,DNS,58943,53,0,0,77,1,OTHER,14189.382791519165,outgoing
2025-09-26T10:37:51.721143,10.235.177.30,10.235.177.198,UDP,DNS,53,56647,689,3,0,0,OTHER,33167.10090637207,incoming
2025-09-26T10:37:51.731824,10.235.177.30,10.235.177.198,UDP,DNS,53,58943,210,1,0,0,OTHER,14182.379961013794,incoming
2025-09-26T10:37:59.341700,3.233.158.24,10.235.177.198,TCP,HTTPS,443,11995,70,1,0,0,ACK,8254.575967788696,incoming
2025-09-26T10:37:59.756863,3.233.158.24,10.235.177.198,TCP,HTTPS,443,7425,70,1,0,0,ACK,8384.342193603516,incoming
2025-09-26T10:38:00.642322,10.235.177.198,13.107.13.93,TCP,HTTPS,7453,443,0,0,1974,9,FIN,4483.086109161377,outgoing
2025-09-26T10:38:00.781393,13.107.13.93,10.235.177.198,TCP,HTTPS,443,7453,7171,14,0,0,ACK,4469.990968704224,incoming
2025-09-26T10:38:01.143411,10.235.177.198,13.107.13.93,TCP,HTTPS,7456,443,0,0,1972,9,FIN,4475.955963134766,outgoing
2025-09-26T10:38:01.272289,13.107.13.93,10.235.177.198,TCP,HTTPS,443,7456,6712,13,0,0,ACK,4509.79208946228,incoming
2025-09-26T10:38:03.811745,10.235.177.198,10.235.177.30,UDP,DNS,56647,53,0,0,101,1,OTHER,12111.61494255066,outgoing
2025-09-26T10:38:03.811905,10.235.177.198,10.235.177.30,UDP,DNS,58943,53,0,0,101,1,OTHER,12111.531019210815,outgoing
2025-09-26T10:38:03.974615,10.235.177.30,10.235.177.198,UDP,DNS,53,56647,248,1,0,0,OTHER,12253.472089767456,incoming
2025-09-26T10:38:03.984659,10.235.177.30,10.235.177.198,UDP,DNS,53,58943,260,1,0,0,OTHER,12252.835035324097,incoming
2025-09-26T10:38:06.267199,10.235.177.198,13.107.13.93,TCP,HTTPS,7462,443,0,0,2036,10,FIN,4422.4419593811035,outgoing
2025-09-26T10:38:06.401214,13.107.13.93,10.235.177.198,TCP,HTTPS,443,7462,7171,14,0,0,ACK,4458.728790283203,incoming
2025-09-26T10:38:36.202468,52.168.112.67,10.235.177.198,TCP,HTTPS,443,7537,210,3,0,0,ACK,3167.1438217163086,incoming
2025-09-26T10:38:36.387416,52.168.112.67,10.235.177.198,TCP,HTTPS,443,7540,210,3,0,0,ACK,3092.7789211273193,incoming
2025-09-26T10:38:37.542328,10.235.177.198,10.235.177.30,UDP,DNS,54067,53,0,0,154,2,OTHER,24820.512771606445,outgoing
2025-09-26T10:38:37.567045,10.235.177.30,10.235.177.198,UDP,DNS,53,54067,365,2,0,0,OTHER,24804.0030002594,incoming
2025-09-26T10:38:40.201293,52.168.112.67,10.235.177.198,TCP,HTTPS,443,7537,70,1,0,0,ACK,3998.8250732421875,incoming
2025-09-26T10:38:40.386405,52.168.112.67,10.235.177.198,TCP,HTTPS,443,7540,70,1,0,0,ACK,3998.9891052246094,incoming
2025-09-26T10:38:44.869669,10.235.177.198,10.235.177.30,UDP,DNS,53040,53,0,0,178,2,OTHER,32147.361040115356,outgoing
2025-09-26T10:38:44.870068,10.235.177.198,10.235.177.30,UDP,DNS,54067,53,0,0,98,1,OTHER,7327.74019241333,outgoing
2025-09-26T10:38:45.112126,10.235.177.30,10.235.177.198,UDP,DNS,53,53040,651,2,0,0,OTHER,32340.359210968018,incoming
2025-09-26T10:38:45.123236,10.235.177.30,10.235.177.198,UDP,DNS,53,54067,447,1,0,0,OTHER,7556.190967559814,incoming
2025-09-26T10:38:48.473369,140.82.112.21,10.235.177.198,TCP,HTTPS,443,7560,210,3,0,0,ACK,3045.512914657593,incoming
2025-09-26T10:38:52.557532,140.82.112.21,10.235.177.198,TCP,HTTPS,443,7560,70,1,0,0,ACK,4084.163188934326,incoming
2025-09-26T10:38:53.394399,3.233.158.24,10.235.177.198,TCP,HTTPS,443,53290,210,3,0,0,ACK,3050.1348972320557,incoming
2025-09-26T10:38:53.715314,3.233.158.24,10.235.177.198,TCP,HTTPS,443,53260,210,3,0,0,ACK,3076.63893699646,incoming
2025-09-26T10:38:56.846813,52.168.112.67,10.235.177.198,TCP,HTTPS,443,53271,210,3,0,0,ACK,3120.296001434326,incoming
2025-09-26T10:38:57.431230,3.233.158.24,10.235.177.198,TCP,HTTPS,443,53290,70,1,0,0,ACK,4036.8311405181885,incoming
2025-09-26T10:38:57.736286,3.233.158.24,10.235.177.198,TCP,HTTPS,443,53260,70,1,0,0,ACK,4020.9720134735107,incoming
2025-09-26T10:39:00.844644,52.168.112.67,10.235.177.198,TCP,HTTPS,443,53271,70,1,0,0,ACK,3997.831106185913,incoming
